timestamp,price,ob_imbalance,ob_bid_depth,ob_ask_depth,ob_large_bids,ob_large_asks,ob_best_bid,ob_best_ask,funding_rate,funding_pct,funding_is_extreme,oi,oi_millions
2026-01-19 00:18:07.771727,95417.5,0.3519074772554883,15.630930000000001,7.493330000000002,0,0,95417.0,95418.0,1.25e-05,0.00125,0,31849.01896,0.03184901896
2026-01-19 00:18:18.844165,95417.5,0.13771965516303802,11.92564,9.038470000000002,0,0,95417.0,95418.0,1.25e-05,0.00125,0,31849.97372,0.03184997372
2026-01-19 00:18:30.292663,95439.5,-0.48399522909127335,6.5932200000000005,18.961660000000002,0,0,95439.0,95440.0,1.25e-05,0.00125,0,31854.4811,0.0318544811
2026-01-19 00:18:41.271314,95436.5,0.8562345521844728,28.54214,2.21059,1,0,95436.0,95437.0,1.25e-05,0.00125,0,31854.94314,0.03185494314
2026-01-19 00:18:52.479487,95440.5,0.8665142108107812,28.991380000000003,2.07335,1,0,95440.0,95441.0,1.25e-05,0.00125,0,31857.1382,0.0318571382
