liq_total_24h,liq_count_24h,liq_avg_size,liq_long_pct,liq_short_pct,liq_cluster_count,liq_nearest_cluster_dist,liq_cluster_above,liq_cluster_below,liq_recent_1h,liq_recent_value_1h,ob_imbalance_5,ob_imbalance_10,ob_imbalance_20,ob_large_bid_count,ob_large_ask_count,ob_large_bid_total,ob_large_ask_total,ob_largest_bid,ob_largest_ask,ob_bid_depth,ob_ask_depth,ob_depth_ratio,ob_total_depth,ob_spread_pct,ob_best_bid,ob_best_ask,funding_current,funding_current_pct,funding_avg_24h,funding_momentum,funding_extreme_count,funding_is_extreme_high,funding_is_extreme_low,funding_is_neutral,oi_current,oi_millions,funding_reversal_signal,funding_trend,timestamp,price
0,0,0,0.5,0.5,0,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,1.25e-05,0.0,0,0,0,1,0.0,0.0,0,0,2026-01-18 23:52:32.398105,102000
