timestamp,price,ob_imbalance,ob_bid_depth,ob_ask_depth,ob_large_bids,ob_large_asks,ob_best_bid,ob_best_ask,funding_rate,funding_pct,funding_is_extreme,oi,oi_millions,liq_long_near,liq_long_far,liq_short_near,liq_short_far,liq_nearest_dist_pct,liq_in_danger_zone
2026-01-19 17:48:13.867719,93096.5,0.7016671422166063,22.125909999999998,3.8790699999999996,1,0,93096.0,93097.0,1.14035e-05,0.00114035,0,30332.14118,0.030332141179999998,91234.56999999999,89372.64,94958.43000000001,96820.36,2.000000000000008,0
2026-01-19 17:53:14.951830,93066.5,0.7004238123640705,34.58123,6.09243,1,0,93066.0,93067.0,1.25e-05,0.00125,0,30378.82332,0.030378823319999998,91205.17,89343.84,94927.83,96789.16,2.0000000000000018,0
2026-01-19 17:58:15.968157,93005.5,-0.03593840182156063,15.20007,16.33333,0,0,93005.0,93006.0,1.25e-05,0.00125,0,30371.41804,0.03037141804,91145.39,89285.28,94865.61,96725.72,2.000000000000001,0
